id,date,title,key_characteristics,categories,abstract,pdf_url
106281-00,2006-05-04,"D945GPM, PCN 106281-00, Label, PB LEAD FREE LABEL IMPLEMENT",Label,Desktop Boards,"Desktop Boards, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/8248DF72-471E-4C71-9E6F-98B2086CA319/PCN106281-00.pdf
105891-00,2006-05-04,"Intel NetStructure(R) ZT5085xx and ZT5088xx, PCN 105891-00, Product Design, Added EU WEEE (Waste Electrical and Electronic Equipment Directive ) label for System Level products and changed CMM firmware to V5.2.1.250",Product Design,Telecom and Compute,"Telecom and Compute, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/BCB0FB0D-12B6-4C59-8475-683C8F1C991F/PCN105891-00.pdf
106046-02,2006-05-03,"SC5300, PCN 106046-02, Product Material, CLASS 1, SC5300 RoHS Compliance with Exceptions, Reason for Revision: Updating pre-change TAs",Product Material,Server Chassis,"Server Chassis, Product Material, Customers to place future orders using new order code, see details in PCN.",https://QDMS.intel.com/dm/i.aspx/086ED688-3DC8-4B20-9836-A62776921CCB/PCN106046-02.pdf
106129-00,2006-05-03,"SC5300, PCN 106129-00, Product Design, CLASS 2, FIXED DRIVE RAILS CHANGE TO NEW MOUNTING STYLE",Product Design,Server Chassis,"Server Chassis, Product Design, Customers to place future orders using new order code, see details in PCN.",https://QDMS.intel.com/dm/i.aspx/D2E7D09B-0000-4E53-8B30-373CEE3057F1/PCN106129-00.pdf
105671-02,2006-05-02,"SC5300, PCN 105671-02, Product Design, Class 2: Sleep Button removed from bezel & thumb screws on 6-HDD cage and PS cage changed from Slot to Phillips head, Reason for Revision: Updating PCN to show TA change",Product Design,Server Chassis,"Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/E0FD5186-F05A-423E-97BE-178B7A62A30E/PCN105671-02.pdf
106272-00,2006-05-01,"SR4850HW optional Bezel, PCN 106272-00, Product Material, CLASS 2: AHW4URBEZEL improve bezel retention",Product Material,Server Boards and Platforms,"Server Boards and Platforms, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/07006215-1256-4CBD-B38B-843B4055A131/PCN106272-00.pdf
106013-01,2006-05-01,"MCS(R) 51, MCS(R) 251 and MCS(R) 96 Microcontroller Product Lines, the Intel(R) 186, Intel386(TM) and Intel486(TM) Processors Product Lines, and the i960(R) 32 Bit RISC Processor, PCN 106013-01, Product Discontinuance, Reason for Revision: Add Key Milesto",Product Discontinuance,Microcontrollers,"Microcontrollers, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/7C715FEC-C598-444E-9EFB-2750B98F7956/PCN106013-01.pdf
106269-00,2006-05-01,"SR4850HW4 SCSI backplane spare part, PCN 106269-00, Product Material, CLASS 1: FHW4USCSIBP  - Convert to RoHS; update HSC; resistor change",Product Material,Server Boards and Platforms,"Server Boards and Platforms, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/573D4AF7-D528-415F-8C29-4E9ABFE0A4D0/PCN106269-00.pdf
105549-01,2006-05-01,"Intel Media Switch GCIXE5416EC.C0, MM#856474, Ukiah, PCN 105549-01, Product Discontinuance, End of Life, Reason for Revision: PCN 105549-00 will be revised to extend the Last Order Date to March 31, 2008 and the Last Ship Date to December 31, 2008.",Product Discontinuance,Networking Products,"Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/DB193D0E-12B6-42B1-B932-56BD03E92BED/PCN105549-01.pdf
106236-00,2006-05-01,"Intel 82559ER Fast Ethernet PCI Controllers and the Intel 82559 Fast Ethernet Multifunction PCI/CardBus Controllers, PCN 106236-00, Product Material, Manufacturing Site, Mold Compound, Die Attach Adhesive & Bond Wire changes and Manufacturing site change",Product Material,Networking Products,"Networking Products, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/B8E8FB6F-53AF-4217-A4D8-D34F1BD5B65F/PCN106236-00.pdf
108191-00,2007-12-27,"SE7520BD2, PCN 108191-00, Product Material, Class 2, SMS 1.5 Being Removed From Boxed Boards SW Accessory Kit",Product Material,Server Boards and Platforms,"Server Boards and Platforms, Product Material, Software Change.",https://QDMS.intel.com/dm/i.aspx/135B3FEC-9395-4214-810D-487AB70B1192/PCN108191-00.pdf
108188-00,2007-12-27,"Intel(R) TXN13607A600DS1 300-pin optical transceiver product, PCN 108188-00, Product Marking",Product Marking,Networking Products,"Networking Products, Product Marking, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/502F75FA-97E5-449B-A0D0-4C579A36ED56/PCN108188-00.pdf
108187-00,2007-12-27,"Intel(R) TXN136076200DS3 300-pin Optical Transceiver, PCN 108187-00, Product Marking",Product Marking,Networking Products,"Networking Products, Product Marking, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/FDD3C87A-2508-448B-AFB1-A949E23CD250/PCN108187-00.pdf
108163-00,2007-12-18,"SR1500 Power Supply, PCN 108163-00, Product Design, Power supply change to increase power factor",Product Design,Server Chassis,"Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/52D20EFB-F94E-4A96-A474-C1204D99BDBF/PCN108163-00.pdf
107814-02,2007-12-18,"Intel(R) Carrier Grade Server TIGI2U, PCN 107814-02, Product Design, Incorporated Updated Platform Firmware, Reason for Revision: Update to correct TA#s",Product Design,Carrier and Industrial Grade Server Platforms,"Carrier and Industrial Grade Server Platforms, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/23258E7A-E1C3-441D-A6EC-5D4D4E4D2E54/PCN107814-02.pdf
107816-02,2007-12-18,"Intel(R) IP Network Server NSI2U, PCN 107816-02, Product Design, Incorporate Updated Platform Firmware, Reason for Revision: Update to correct TA#s",Product Design,Carrier and Industrial Grade Server Platforms,"Carrier and Industrial Grade Server Platforms, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/7DCA3042-AFEB-442E-B055-8B7FFE46458D/PCN107816-02.pdf
108160-00,2007-12-18,"DG31PR, PCN 108160-00, Product Material, Update MCH to BO stepping",Product Material,Desktop Boards,"Desktop Boards, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/637CF45B-269F-4DE6-982D-C90147CCC7D7/PCN108160-00.pdf
108159-00,2007-12-18,"Intel(R) CE5038 Tuner, PCN 108159-00, Product Discontinuance",Product Discontinuance,Tuners,"Tuners, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/23D0C68A-8E7F-45DF-AB9E-39078D8D588A/PCN108159-00.pdf
108082-00,2007-12-17,"Intel(R) Core(TM)2 Duo Processor E6300, PCN 108082-00, Product Discontinuance, Product Discontinuance for MM# 888731 on L-2 Stepping",Product Discontinuance,Desktop Processors,"Desktop Processors, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/E375215A-191E-44C6-9A9F-FF86E91098EC/PCN108082-00.pdf
108144-01,2007-12-16,"SR4850HW4, SR6850HW4, SR4850HW4M, SR6850HW4M, SR4850HW4S, PCN 108144-01, Product Design, CLASS 1: AHWIMMPRO2 and AHWIMMADV2 Changing, Reason for Revision: Changing content update",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/A656180D-15EC-402D-A33E-47E6204BA0F9/PCN108144-01.pdf
108155-01,2007-12-14,"PCN cancelled.  Refer to PCN 108144-00 and disregard previous, PCN 108155-01, Product Design, Reason for Revision: Duplicate PCN published.  Ignore this PCN and reference PCN 108144-00 for this change",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Cancelling this PCN as a duplicate.  Reference PCN 108144-00",https://QDMS.intel.com/dm/i.aspx/9C857B47-C0DE-4880-81AE-196245A15EF3/PCN108155-01.pdf
108112-01,2007-12-14,"All Intel(R) Component Products shipped in JEDEC trays using the Intermediate Box (I-Box) Packaging, PCN 108112-01, Transport Media, Added Handle with Care graphics to the I-box., Reason for Revision: Added customers for notification",Transport Media,"Desktop Processors, Embedded Processors, Microcontrollers, Mobile Processors, Networking Products, Server Processors, Chipsets - Desktop, Chipsets - Workstation Server, Chipsets - Mobile","Chipsets - Desktop, Chipsets - Mobile, Chipsets - Workstation Server, Desktop Processors, Embedded Processors, Microcontrollers, Mobile Processors, Networking Products, Server Processors, Transport Media, Intel anticipates no impact to customers, see PCN",https://QDMS.intel.com/dm/i.aspx/0CF6FBB4-19B2-497B-BC8F-7CDB0E865805/PCN108112-01.pdf
108153-00,2007-12-13,"Intel NetStructure(R) MPCBL0001F04Q and MPCBL0001N04Q Single Board Computers, PCN 108153-00, Product Design, Updated BIOS and firmware, and changed an ejector handle vendor.",Product Design,"Server Boards and Platforms, Telecom and Compute","Server Boards and Platforms, Telecom and Compute, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/73027418-77E9-4546-9104-9DF947CAF8D2/PCN108153-00.pdf
107883-01,2007-12-13,"Intel(R) Core(TM) Duo Processor and Intel(R) Celeron(R) Processor, PCN 107883-01, Product Support, Transitioning from Intel Architecture to Embedded Architecture, Reason for Revision: Product Support Change date pushed  to third quarter 2008; all other Fo",Product Support,Mobile Processors,"Mobile Processors, Product Support, Product Support Change date pushed  to third quarter 2008; all other Forecasted Key Milestones remain the same.",https://QDMS.intel.com/dm/i.aspx/4E195794-B0AB-4745-B6F0-AEEB046E9FB3/PCN107883-01.pdf
108154-00,2007-12-12,"S3200SH;SR1530SH;SR1530HSH, PCN 108154-00, Product Design, Class 1:  BIOS and Firmware update for Xeon3100 and Xeon3300 support",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/D905409E-0170-4627-9079-9472213DA167/PCN108154-00.pdf
108135-00,2007-12-11,"Intel NetStructure (R) MPCBL0030 Single Board Computer, PCN 108135-00, Product Material, Updated Firmware",Product Material,"Server Boards and Platforms, Telecom and Compute","Server Boards and Platforms, Telecom and Compute, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/A6C6C708-210C-4AF7-9854-A99852E4753B/PCN108135-00.pdf
108110-00,2007-12-10,"Intel(R) G33, P35, Q33, Q35, G31 & P31 Express Chipsets, PCN 108110-00, Product Material, Removal of the paste stencil apertures for the non function pads",Product Material,Chipsets - Desktop,"Chipsets - Desktop, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/1447A1FA-D0CE-4E84-9B46-84AFC5D1D851/PCN108110-00.pdf
108114-00,2007-12-10,"Intel(R) 5100 Memory Controller Hub Chipset, PCN 108114-00, Product Design, A-0 to B-0 stepping conversion",Product Design,Chipsets - Workstation Server,"Chipsets - Workstation Server, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/7A259730-B44A-4237-AC55-89577B52E43A/PCN108114-00.pdf
108146-00,2007-12-07,"Intel(R) Wireless WiFi Link 4965AGN SKUs: 4965AG_MKRGN, 4965AGNMKRGN, 4965AG_MJPGN2, 4965AG_MJPGN, 4965AG_MRWGN, 4965AG_MM2GN, 4965AG_MM1GN, 4965AGNMJPGN, 4965AGNMRWGN, 4965AGNMM2GN, 4965AGNMM1GN, PCN 108146-00, Label, Product Label Change: Update to Inte",Label,Networking Products,"Networking Products, Label, Product Label Change: Update to Intel CT tracking code",https://QDMS.intel.com/dm/i.aspx/1DA205D6-0C5F-4A84-88C3-3D4C9E1EBDBE/PCN108146-00.pdf
107984-00,2007-12-07,"DG965RY, PCN 107984-00, Product Design, BIOS Update to implement enhanced features and add alternate component",Product Design,Desktop Boards,"Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/92D8F5D8-F779-4FDC-96BE-F99751049381/PCN107984-00.pdf
108131-00,2007-12-06,"AXXRBBU2, PCN 108131-00, Product Discontinuance, Product Discontinuance Announcement",Product Discontinuance,Intel® Server RAID Controllers,"Intel(R) Server RAID Controllers, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/233E41CA-9195-46FE-9CA5-C88A8A25A207/PCN108131-00.pdf
108133-00,2007-12-06,"AXXRBBU1, PCN 108133-00, Product Discontinuance, Product Discontinuance Announcement",Product Discontinuance,Intel® Server RAID Controllers,"Intel(R) Server RAID Controllers, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/F21D2CE8-0F0B-4470-ACF4-A5A1502425F6/PCN108133-00.pdf
